date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood
2017-01-22 01:59:02,RH1010001,101,House,1,1989-01-03,,250,170,"TO ELECT JIM WRIGHT OF TEXAS AS SPEAKER OF THE HOUSE OF REPRESENTATIVES. Y=JIM WRIGHT (D,TX)     N=ROBERT H. MICHEL (R,IL)",Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,3.760221143509378,-0.33061326861056267,0.06,-0.105,0.682,-1.049,0.982,0.993,-11.917586
2017-01-22 01:59:02,RH1010002,101,House,2,1989-01-03,,232,163,"TO ORDER H RES 5, RULES OF THE HOUSE, WITH AN AMENDMENT TO REQUIRE TELEVISED PROCEEDINGS FOR THE HEARING-IMPAIRED, TO TO ESTABLISH A HOUSE HISTORIAN, AND TO INCREASE THE SIZE OF THE SELECT COMMITTEE.",,,Internal Organization,,Miscellaneous Policy,3.4095949316682286,-0.28734691110508903,0.057,-0.093,0.675,-1.145,0.982,0.992,-10.742885
2017-01-22 01:59:02,RH1010003,101,House,3,1989-01-03,,163,239,"TO COMMIT H RES 5, RULES OF THE HOUSE, TO A SELECT COMMITTEE WITH ORDERS TO REQUIRE THE CHAIRMAN OF THE RULES COMMITTEE TO GIVE FOUR DAYS ADVANCE NOTICE WHEN THE RIGHT TO OFFER AMENDMENTS MIGHT BE RESTRICTED.",,,Internal Organization,,Miscellaneous Policy,3.303207633650933,-0.3000437801574709,0.076,-0.049,-0.269,0.471,0.945,0.978,-39.795014
2017-01-22 01:59:02,RH1010004,101,House,4,1989-02-06,,88,240,TO ADJOURN THE HOUSE OF REPRESENTATIVES TO THEREBY PREVENT CONSIDERATION OF A PRIVILEGED MOTION TO FORCE A VOTE ON PROPOSED PAY RAISES FOR CONGRESS AND OTHER FEDERAL OFFICIALS.,Congressional Pay and Benefits,,Internal Organization,Budget Special Interest,Government Management,15.755550934561922,5.709287192984225,-0.367,-0.073,0.158,-0.058,0.409,0.841,-124.09264
2017-01-22 01:59:02,RH1010005,101,House,5,1989-02-07,,381,48,"TO SUSPEND THE RULES AND PASS H J RES 129, FEDERAL PAY RAISE DISAPPROVAL TO REJECT THE PRESIDENT'S RECOMMENDATIONS FOR CERTAIN LEGISLATIVE, JUDICIAL, AND EXECUTIVE BRANCH SALARY INCREASES. (MOTION PASSED; TWO-THIRDS OF THOSE PRESENT VOTING IN FAVOR).",Congressional Pay and Benefits,,Internal Organization,Budget Special Interest,Government Management,-379.7952003761698,-216.4788546151691,-0.572,0.764,-0.197,-0.003,0.062,0.895,-118.640636
2017-01-22 01:59:02,RH1010006,101,House,6,1989-03-15,,254,159,"TO ADOPT HR 1231, EASTERN AIRLINES STRIKE RESOLUTION, TO REQUIRE THE PRESIDENT TO ESTABLISH AN EMERGENCY BOARD TO MEDIATE BETWEEN MANAGEMENT AND MACHINISTS AT EASTERN AIRLINES.",Union Regulation/Davis-Bacon/Situs Picketing,Airlines/Airports/Airline Industry,Regulation Special Interest,,Social Welfare,14.692421170602607,-1.4365496958896582,0.099,0.018,0.315,-0.124,0.887,0.956,-48.265241
2017-01-22 01:59:02,RH1010007,101,House,7,1989-03-15,,252,168,"TO PASS HR 1231, EASTERN AIRLINES STRIKE RESOLUTION, A BILL TO REQUIRE THE PRESIDENT TO ESTABLISH AN EMERGENCY BOARD TO MEDIATE BETWEEN MANAGEMENT AND MACHINISTS AT EASTERN AIRLINES.",Union Regulation/Davis-Bacon/Situs Picketing,Airlines/Airports/Airline Industry,Regulation Special Interest,,Social Welfare,-25.44820631962153,1.5683405854969132,0.061,0.016,0.242,0.055,0.81,0.924,-82.106902
2017-01-22 01:59:02,RH1010008,101,House,8,1989-03-21,,348,53,"TO ADOPT H RES 103, COMMITTEE FUNDING, A RESOLUTION TO AUTHORIZE FUNDS FOR STUDIES AND INVESTIGATIONS BY COMMITTEES OF THE HOUSE IN 1989.",,,Internal Organization,Budget Special Interest,Government Management,1.609891215158813,-1.1408902093642932,0.09,-0.996,0.108,-0.388,0.057,0.875,-110.762312
2017-01-22 01:59:02,RH1010009,101,House,9,1989-03-22,,240,180,"TO ORDER THE PREVIOUS QUESTION ON HR 2, MINIMUM WAGE INCREASE, TO INCREASE HE MINIMUM WAGE FROM ITS CURRENT RATE TO $4.65 AN HOUR.",Minimum Wage,,Regulation General Interest,,Social Welfare,14.639948237850456,0.16831932709205594,-0.013,-0.022,0.405,-0.16,0.939,0.974,-36.93209
2017-01-22 01:59:02,RH1010010,101,House,10,1989-03-23,,272,112,"TO APPROVE THE HOUSE JOURNAL OF WEDNESDAY, MARCH 22.",,,Internal Organization,,Miscellaneous Policy,1.9027563765924735,-0.7131301144029141,0.41,0.067,0.328,-0.997,0.679,0.906,-79.416868
