date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-23 13:12:32,RS0800001,80,Senate,1,1947-01-03,,38,20,S RES 1.  RESOLUTION TO REFER TO RULES COMMITTEE BILBO'S CLAIM TO A SENATE SEAT.  OVERTON AMEND. TO PERMIT OATH TO BE ADMINISTERED TO BILBO.  TAFT MOTION TO TABLE BOTH RESOLUTION AND AMEND.,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,0.586,0.81,-0.156,1.442,0.6,0.862,-14.870717,0.774
2017-01-23 13:12:32,RS0800002,80,Senate,2,1947-01-03,,39,19,S RES 1.  WHITE MOTION THAT THE OATH OF OFFICE BE ADMINIS- TERED TO BREWSTER.  TAFT MOTION TO TABLE OVERTON MOTION TO SUBSTITUTE THE NAME OF BILBO.,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,0.615,0.788,-0.147,1.67,0.526,0.845,-14.15575,0.783
2017-01-23 13:12:32,RS0800003,80,Senate,3,1947-01-03,,32,18,S RES 1.  BARKLEY MOTION THAT THE SENATE RECESS TILL NOON FOLLOWING DAY.,Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,0.587,0.768,0.173,-0.402,0.333,0.76,-21.432623,0.651
2017-01-23 13:12:32,RS0800004,80,Senate,4,1947-01-22,,46,47,S RES 46.  RESOLUTION CONTINUING THE AUTHORITY FOR THE IN- VESTIGATION OF THE NATIONAL DEFENSE PROGRAM.  TYDINGS AMEND. TO PROVIDE FOR INVESTIGATION TO BE MADE BY THE COMMITTEE ON EXPENDITURES IN THE EX. DEPTS.,,,Defense Policy Budget,,Foreign and Defense Policy,0.093,-0.01,0.728,-0.403,0.891,0.946,-9.058273,0.907
2017-01-23 13:12:32,RS0800005,80,Senate,5,1947-01-22,,49,44,S RES 46.  AGREEING TO.,,,Defense Policy Budget,,Foreign and Defense Policy,0.067,0.056,-0.581,0.701,0.909,0.957,-7.953525,0.918
2017-01-23 13:12:32,RS0800006,80,Senate,6,1947-01-24,,45,49,S RES 20.  RESOLUTION APPOINTING SPECIAL COMMITTEE TO STUDY THE PROBLEMS OF SMALL BUSINESS.  TOBEY AMEND. TO SUBSTITUTE COMMITTEE ON BANKING CURRENCY.,U.S. Currency,,Internal Organization,,Miscellaneous Policy,0.05,0.072,0.226,-0.215,0.889,0.947,-20.281377,0.806
2017-01-23 13:12:32,RS0800007,80,Senate,7,1947-01-24,,48,46,S RES 20.  AGREEING TO.,,,Internal Organization,,Miscellaneous Policy,0.065,0.063,-0.229,0.185,0.87,0.936,-21.044392,0.799
2017-01-23 13:12:32,RS0800008,80,Senate,8,1947-02-26,,58,36,"S CON RES 7.  CONCURRENT RESOLUTION ESTABLISHING THE CEILING FOR EXPENDITURES.  MILLIKIN AMEND. TO STRIKE OUT ""31.5"" AND INSERT ""33""; LINE 7, STRIKE OUT ""24"" AND INSERT ""25.1"".",Debt Ceilings,,Budget General Interest,,Government Management,0.255,0.939,0.097,0.023,0.444,0.787,-50.760103,0.583
2017-01-23 13:12:32,RS0800009,80,Senate,9,1947-02-28,,37,53,S CON RES 7.  GREEN SUBSTITUTE AMEND. THAT IT IS THE JUDG- MENT OF THE CONGRESS THAT ANY EXCESS OF REVENUES OVER EX- PENDITURES BE APPLIED TOWARD REDUCTION OF THE PUBLIC DEBT.,Debt Ceilings,,Budget General Interest,,Government Management,-0.037,-0.077,0.219,-0.191,0.73,0.889,-23.692221,0.769
2017-01-23 13:12:32,RS0800010,80,Senate,10,1947-02-28,,94,0,"S CON RES 7.  KNOWLAND AMEND. THAT NOT LESS THAN $2,600,000,000 OF THE EXCESS OF REVENUES OVER EXPENDITURES BE APPLIED TOWARD REDUCTION OF THE PUBLIC DEBT.",Debt Ceilings,,Budget General Interest,,Government Management,0.0,0.0,0.0,0.0,,,0.0,
2017-01-23 13:12:32,RS0800011,80,Senate,11,1947-02-28,,44,38,"S CON RES 7.  TYDINGS AMEND. TO STRIKE: ""BUT ANY SUCH RE- DUCTION IN THE FISCAL YEAR 1948 MAY BE COUNTED AS PART OF THE $2,600,000,000.""",Debt Ceilings,,Budget General Interest,,Government Management,0.128,-0.022,0.717,-0.532,0.921,0.963,-7.813333,0.909
2017-01-23 13:12:32,RS0800012,80,Senate,12,1947-02-28,,44,38,S CON RES 7.  RUSSELL MOTION TO TABLE TYDINGS MOTION TO RE- CONSIDER ABOVE VOTE.,Debt Ceilings,,Budget General Interest,,Government Management,0.128,-0.022,0.717,-0.532,0.921,0.963,-7.813333,0.909
2017-01-23 13:12:32,RS0800013,80,Senate,13,1947-03-03,,68,24,H CON RES 20 (SAME AS S CON RES 7).  PASSAGE.,Debt Ceilings,,Budget General Interest,,Government Management,-0.295,-0.713,-0.228,0.142,0.542,0.88,-26.135034,0.753
2017-01-23 13:12:32,RS0800014,80,Senate,14,1947-03-05,,31,58,HR 1968.  URGENT DEFICIENCY APPROPRIATIONS.  TAYLOR AMEND. TO PROVIDE FOR EXPENSES OF LIQUIDATING THE OFFICE OF PRICE ADMINISTRATOR AND OFFICE OF TEMPORARY CONTROL.,Price Controls,,Budget Special Interest,,Government Management,-0.116,-0.331,0.267,-0.102,0.613,0.865,-21.238902,0.788
