date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-01-23 13:12:32,RS1130001,113,Senate,1,2013-01-24,,78,16,A resolution to improve procedures for the consideration of legislation and nominations in the Senate.,,,Internal Organization,,Miscellaneous Policy,0.522,-0.852,0.214,-0.031,0.562,0.926,-20.186,0.807
2017-01-23 13:12:32,RS1130002,113,Senate,2,2013-01-24,,86,9,A resolution amending the Standing Rules of the Senate.,,,Internal Organization,,Miscellaneous Policy,0.62,-0.785,0.201,-0.111,0.222,0.926,-17.154,0.835
2017-01-23 13:12:32,RS1130003,113,Senate,3,2013-01-28,,35,62,To offset the cost of the bill with rescissions and discretionary cap reductions.,,,Budget Special Interest,,Government Management,0.277,-0.961,-0.305,0.05,0.771,0.918,-18.954,0.823
2017-01-23 13:12:32,RS1130004,113,Senate,4,2013-01-28,CQ,63,36,"A bill making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.",,,Budget Special Interest,,Government Management,0.195,-0.812,0.46,-0.392,0.861,0.949,-15.458,0.855
2017-01-23 13:12:32,RS1130005,113,Senate,5,2013-01-29,,95,3,"John Forbes Kerry, of Massachusetts, to be Secretary of State",,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.998,-0.068,1.749,-0.128,0.0,0.969,-9.807,0.905
2017-01-23 13:12:32,RS1130006,113,Senate,6,2013-01-31,,54,44,To require that any debt limit increase be balanced by equal spending cuts over the next decade.,Debt Ceilings,,Budget General Interest,,Government Management,-0.218,-0.976,0.358,-0.527,0.977,0.99,-8.42,0.918
2017-01-23 13:12:32,RS1130007,113,Senate,7,2013-01-31,,52,46,"To amend title 31, United States Code, to provide for automatic continuing resolutions.",Debt Ceilings,,Budget General Interest,,Government Management,0.216,-0.859,0.308,0.346,0.913,0.959,-11.956,0.885
2017-01-23 13:12:32,RS1130008,113,Senate,8,2013-01-31,,53,45,To protect Social Security benefits and military pay and require that the United States Government prioritize all obligations on the debt held by the public in the event that the debt limit is reached.,Debt Ceilings,,Budget General Interest,,Government Management,0.038,-0.103,0.649,-0.684,1.0,1.0,-0.139,0.999
2017-01-23 13:12:32,RS1130009,113,Senate,9,2013-01-31,,79,19,"To prohibit the sale, lease, transfer, retransfer, or delivery of F-16 aircraft, M1 tanks, or certain other defense articles or services to the Government of Egypt.",,,Defense Policy Budget,Foreign Policy Resolutions,Foreign and Defense Policy,0.646,0.181,1.909,0.895,0.158,0.837,-28.554,0.747
2017-01-23 13:12:32,RS1130010,113,Senate,10,2013-01-31,,53,45,"A bill to ensure the complete and timely payment of the obligations of the United States Government until May 19, 2013, and for other purposes.",Debt Ceilings,,Budget General Interest,,Government Management,0.038,-0.103,0.649,-0.684,1.0,1.0,-0.139,0.999
