date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,vote_result
2016-10-19 13:03:23,RH1100001,110,House,1,2007-01-04,,233,202,NANCY PELOSI ELECTED SPEAKER OF THE HOUSE,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,6.301218490729749,-0.2698926052954609,0.076,0.209,0.694,-0.637,1.0,1.0,-0.562638,Pelosi
2016-10-19 13:03:23,RH1100002,110,House,2,2007-01-04,,222,197,"Providing for the consideration of H. Res. 6, adopting the Rules of the House of Representatives for the One Hundred Tenth Congress",,,Internal Organization,,Miscellaneous Policy,6.321269197982913,-0.270556766214428,0.092,0.311,0.682,-0.624,1.0,1.0,-0.543856,Passed
2016-10-19 13:03:23,RH1100003,110,House,3,2007-01-04,,199,232,"Providing for the consideration of H. Res. 6, adopting the Rules of the House of Representatives for the One Hundred Tenth Congress",,,Internal Organization,,Miscellaneous Policy,6.613877023042133,-0.2853575145899072,0.069,0.171,-0.717,0.627,1.0,1.0,-0.556902,Failed
2016-10-19 13:03:23,RH1100004,110,House,4,2007-01-04,,235,195,"Providing for the consideration of H. Res. 6, adopting the Rules of the House of Representatives for the One Hundred Tenth Congress",,,Internal Organization,,Miscellaneous Policy,-36.85872718096185,2.252196724152703,0.034,0.999,0.376,0.059,0.985,0.993,-16.168251,Passed
2016-10-19 13:03:23,RH1100005,110,House,5,2007-01-04,,426,0,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0,-19600000.0,0.54,0.0,Passed
2016-10-19 13:03:23,RH1100006,110,House,6,2007-01-04,,430,1,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,"Campaign Contributions, Lobbying/House Ethics Campaign Laws",,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0,-196.998,0.541,0.0,Passed
2016-10-19 13:03:23,RH1100007,110,House,7,2007-01-05,,430,0,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,,,Internal Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0,-19800000.0,0.54,0.0,Passed
2016-10-19 13:03:23,RH1100008,110,House,8,2007-01-05,,280,152,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,,,Internal Organization,,Miscellaneous Policy,-7.420042419135769,2.1599892897907336,0.219,0.535,0.263,0.205,0.763,0.917,-80.339704,Passed
2016-10-19 13:03:23,RH1100009,110,House,9,2007-01-05,,200,232,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,,,Internal Organization,,Miscellaneous Policy,6.334510231074622,-0.2677431650198505,0.065,0.144,-0.69,0.63,1.0,1.0,-0.555848,Failed
2016-10-19 13:03:23,RH1100010,110,House,10,2007-01-05,,232,200,Adopting the Rules of the House of Representatives for the One Hundred Tenth Congress,,,Internal Organization,,Miscellaneous Policy,6.449963565373166,-0.2758977410531363,0.062,0.124,0.697,-0.625,1.0,1.0,-0.553481,Passed
2016-10-19 13:03:23,RH1100011,110,House,11,2007-01-09,,195,232,To enhance intelligence oversight authority,CIA/Spying/Intelligence,,Government Organization,,Government Management,6.441121903967885,-0.2801719961253666,0.082,0.248,-0.725,0.651,1.0,1.0,-0.572171,Failed
2016-10-19 13:03:23,RH1100012,110,House,12,2007-01-09,,239,188,To enhance intelligence oversight authority,CIA/Spying/Intelligence,,Government Organization,,Government Management,15.582485462427911,-2.089857557687889,0.168,0.528,0.326,-0.121,0.957,0.981,-28.006185,Passed
2016-10-19 13:03:23,RH1100013,110,House,13,2007-01-09,,198,230,Implementing the 9/11Commission Recommendations Act,U. N.,,Defense Policy Budget,Government Organization,Foreign and Defense Policy,-25.508383370824003,0.5387598844955441,0.031,-0.252,-0.763,-0.173,0.99,0.995,-5.234527,Failed
2016-10-19 13:03:23,RH1100014,110,House,14,2007-01-09,,299,128,Implementing the 9/11Commission Recommendations Act,,,Defense Policy Budget,Government Organization,Foreign and Defense Policy,-7.681454322328942,2.742525022632656,0.306,0.392,0.255,0.192,0.625,0.888,-91.24666,Passed
2016-10-19 13:03:23,RH1100015,110,House,15,2007-01-10,,232,197,Fair Minimum Wage Act,Minimum Wage,,Regulation General Interest,,Social Welfare,6.726569432077197,-0.2900240960473337,0.095,0.349,0.692,-0.595,1.0,1.0,-0.574797,Passed
2016-10-19 13:03:23,RH1100016,110,House,16,2007-01-10,,144,287,Fair Minimum Wage Act,Minimum Wage,,Regulation General Interest,,Social Welfare,4.239733911107979,-0.983041064355568,-0.004,-1.0,-0.173,0.236,0.66,0.886,-126.854385,Failed
2016-10-19 13:03:23,RH1100017,110,House,17,2007-01-10,,315,117,Fair Minimum Wage Act,Minimum Wage,,Regulation General Interest,,Social Welfare,-19.97999669722352,7.880138702008843,0.393,0.028,0.342,0.099,0.701,0.919,-79.781149,Passed
2016-10-19 13:03:23,RH1100018,110,House,18,2007-01-11,,189,238,Stem Cell Research Enhancement Act,Abortion/Care of deformed newborns,Science and Technology,Domestic Social Policy,Regulation Special Interest,Social Welfare,-2.9044697566062685,0.34698159466619494,0.063,0.164,-0.23,-0.458,0.852,0.934,-71.013429,Failed
2016-10-19 13:03:23,RH1100019,110,House,19,2007-01-11,,253,175,Stem Cell Research Enhancement Act,Abortion/Care of deformed newborns,Science and Technology,Domestic Social Policy,Regulation Special Interest,Social Welfare,-2.2235048956032952,0.43976078329652724,0.16,0.084,0.173,0.45,0.714,0.883,-112.131057,Passed
2016-10-19 13:03:23,RH1100020,110,House,20,2007-01-11,,423,0,Mourning the passing of President Gerald Rudolph Ford and celebrating his leadership and service to the people of the United States,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-19300000.0,0.544,0.0,Passed
2016-10-19 13:03:23,RH1100021,110,House,21,2007-01-12,,196,229,Medicare Prescription Drug Price Negotiation Act,,,Domestic Social Policy,Budget General Interest,Social Welfare,16.900822923210814,-0.14219835415357834,-0.002,-0.176,-0.488,0.167,0.995,0.998,-5.837492,Failed
2016-10-19 13:03:23,RH1100022,110,House,22,2007-01-12,,255,171,Medicare Prescription Drug Price Negotiation Act,,,Domestic Social Policy,Budget General Interest,Social Welfare,-8.090835590937795,1.4591776286834544,0.057,0.998,0.256,0.183,0.865,0.946,-67.709405,Passed
2016-10-19 13:03:23,RH1100023,110,House,23,2007-01-16,,418,0,"Observing the Birthday of Martin Luther King, Jr., and encouraging the people of the United States to observe the Birthday of Martin Luther King, Jr., and the life and legacy of Dr. Martin Luther King Jr., and for other purposes.",Civil Rights/Desegregation/Busing/Affirmative Action,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-18900000.0,0.548,0.0,Passed
2016-10-19 13:03:23,RH1100024,110,House,24,2007-01-16,,414,1,Commending the University of Florida Gators for their victory in the 2006 Bowl Championship Series (BCS) and for winning the national college football championship.,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-185.998,0.549,0.0,Passed
2016-10-19 13:03:23,RH1100025,110,House,25,2007-01-16,,415,0,Commending the Boise State University Broncos football team for winning the 2007 Fiesta Bowl and completing an undefeated season.,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-18700000.0,0.549,0.0,Passed
2016-10-19 13:03:23,RH1100026,110,House,26,2007-01-17,,416,0,Honoring the Mare Island Original 21ers for their efforts to remedy racial discrimination in employment at Mare Island Naval Shipyard.,Civil Rights/Desegregation/Busing/Affirmative Action,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-19300000.0,0.536,0.0,Passed
2016-10-19 13:03:23,RH1100027,110,House,27,2007-01-17,,413,2,"To provide for an additional temporary extension of programs under the Small Business Act and the Small Business Investment Act of 1958 through December 31, 2007, and for other purposes",,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0,-94.0,0.542,0.0,Passed
2016-10-19 13:03:23,RH1100028,110,House,28,2007-01-17,,225,191,"Providing for the consideration of H.R. 5, College Student Relief Act",Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,54.98159650758277,-3.185601334576291,0.076,0.993,0.751,-0.079,0.995,0.998,-5.497051,Passed
2016-10-19 13:03:23,RH1100029,110,House,29,2007-01-17,,223,190,"Providing for the consideration of H.R. 5, College Student Relief Act",Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,6.0767461913471,-0.2621419948202557,0.067,0.145,0.705,-0.671,1.0,1.0,-0.555866,Passed
2016-10-19 13:03:23,RH1100030,110,House,30,2007-01-17,,186,241,College Student Relief Act,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,375.9394115398635,-55.89291173097953,0.15,0.498,-1.105,0.017,0.946,0.977,-25.320885,Failed
2016-10-19 13:03:23,RH1100031,110,House,31,2007-01-17,,356,72,College Student Relief Act,Education,,Domestic Social Policy,Budget Special Interest,Social Welfare,-6.4162736104159395,3.2967582649976235,0.403,0.711,0.284,0.256,0.458,0.909,-86.570231,Passed
2016-10-19 13:03:23,RH1100032,110,House,32,2007-01-17,,421,0,"To honor Muhammad Ali, global humanitarian, on the occasion of his 65th birthday and to extend best wishes to him and his family",,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-19000000.0,0.549,0.0,Passed
2016-10-19 13:03:23,RH1100033,110,House,33,2007-01-18,,184,233,ADJOURN,,,Internal Organization,,Miscellaneous Policy,7.112997550847294,-0.6208079608135567,0.016,-0.507,-0.305,0.248,0.973,0.988,-27.116723,Failed
2016-10-19 13:03:23,RH1100034,110,House,34,2007-01-18,,231,194,"Providing for the consideration of H.R. 6, Creating Long-Term Energy Alternatives for the Nation Act",Energy,Tax rates,Budget Special Interest,,Government Management,6.3362644571148,-0.268175867426888,0.06,0.112,0.688,-0.628,1.0,1.0,-0.551853,Passed
2016-10-19 13:03:23,RH1100035,110,House,35,2007-01-18,,230,194,"Providing for the consideration of H.R. 6, Creating Long-Term Energy Alternatives for the Nation Act",Energy,Tax rates,Budget Special Interest,,Government Management,6.319377621826953,-0.27203705590605975,0.069,0.164,0.696,-0.637,1.0,1.0,-0.557355,Passed
2016-10-19 13:03:23,RH1100036,110,House,36,2007-01-18,,228,193,Creating Long-Term Energy Alternatives for the Nation Act,Energy,Tax rates,Budget Special Interest,,Government Management,6.3044888555719,-0.26809626446774537,0.066,0.148,0.69,-0.633,1.0,1.0,-0.554085,Passed
2016-10-19 13:03:23,RH1100037,110,House,37,2007-01-18,,194,232,Creating Long-Term Energy Alternatives for the Nation Act,Energy,Tax rates,Budget Special Interest,,Government Management,6.983755860572061,-0.32787718352910866,-0.054,-0.705,-0.419,0.347,0.995,0.998,-10.092394,Failed
2016-10-19 13:03:23,RH1100038,110,House,38,2007-01-18,,230,195,Creating Long-Term Energy Alternatives for the Nation Act,Energy,Tax rates,Budget Special Interest,,Government Management,6.07850369021899,-0.25478872510335837,0.061,0.116,0.701,-0.667,1.0,1.0,-0.561188,Passed
2016-10-19 13:03:23,RH1100039,110,House,39,2007-01-18,,264,163,Creating Long-Term Energy Alternatives for the Nation Act,Energy,Tax rates,Budget Special Interest,,Government Management,-4.7339051295061845,1.1022488361602494,0.202,0.146,0.239,0.292,0.84,0.939,-73.52321,Passed
2016-10-19 13:03:23,RH1100040,110,House,40,2007-01-18,,422,0,Congratulating the Grand Valley State University Lakers for winning the 2006 NCAA Division II Football National Championship,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-19100000.0,0.547,0.0,Passed
2016-10-19 13:03:23,RH1100041,110,House,41,2007-01-19,,416,0,House Page Board Revision Act,,,Government Organization,,Miscellaneous Policy,,,0.0,0.0,0.0,0.0,-19000000.0,0.543,0.0,Passed
2016-10-19 13:03:23,RH1100042,110,House,42,2007-01-22,,223,190,"To make noncreditable for Federal retirement purposes any Member service performed by an individual who is convicted of any certain offenses committed by that individual while serving as a Member of Congress, and for other purposes",,,Internal Organization,,Miscellaneous Policy,6.677175850248022,-0.2890088816238102,0.096,0.352,0.695,-0.602,1.0,1.0,-0.568897,Passed
2016-10-19 13:03:23,RH1100043,110,House,43,2007-01-22,,413,0,Paying tribute to Reverend Waitstill Sharp and Martha Sharp for their recognition by the Yad Vashem Holocaust Martyrs’ and Heroes’ Remembrance Authority as Righteous Among the Nations for their heroic efforts to save Jews during the Holocaust,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-19100000.0,0.538,0.0,Passed
2016-10-19 13:03:23,RH1100044,110,House,44,2007-01-22,,414,1,"Preservation of Records of Servitude, Emancipation, and Post Civil War Reconstruction Act",Civil Rights/Desegregation/Busing/Affirmative Action,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0,-188.998,0.542,0.0,Passed
2016-10-19 13:03:23,RH1100045,110,House,45,2007-01-22,,410,0,Supporting the goals and ideals of National Mentoring Month 2007,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-18600000.0,0.546,0.0,Passed
2016-10-19 13:03:23,RH1100046,110,House,46,2007-01-23,,427,0,To direct the Secretary of Homeland Security to streamline the SAFETY Act and anti-terrorism technology procurement processes.,,,Budget Special Interest,,Government Management,,,0.0,0.0,0.0,0.0,-19700000.0,0.539,0.0,Passed
2016-10-19 13:03:23,RH1100047,110,House,47,2007-01-23,,428,0,Honoring the contributions of Catholic schools,Religion,Education,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-19700000.0,0.54,0.0,Passed
2016-10-19 13:03:23,RH1100048,110,House,48,2007-01-23,,431,0,"To make noncreditable for Federal retirement purposes any Member service performed by an individual who is convicted of any certain offenses committed by that individual while serving as a Member of Congress, and for other purposes",,,Internal Organization,Domestic Social Policy,Civil Liberties,,,0.0,0.0,0.0,0.0,-19800000.0,0.541,0.0,Passed
2016-10-19 13:03:23,RH1100049,110,House,49,2007-01-23,,423,0,Congratulating Illinois State University as it celebrates its sesquicentennial,,,Government Organization,,Government Management,,,0.0,0.0,0.0,0.0,-19500000.0,0.539,0.0,Passed
2016-10-19 13:03:23,RH1100050,110,House,50,2007-01-24,,229,191,"Providing for consideration of H. Res. 78, amending the rules of the House of Representatives to permit Delegates and the Resident Commissioner to the Congress to cast votes in the Committee of the Whole House on the State of the Union.",,,Internal Organization,,Miscellaneous Policy,20.55053411690907,-1.0659761717285443,0.049,-0.059,0.334,-0.094,0.99,0.995,-13.474046,Passed
2016-10-19 13:03:23,RH1100051,110,House,51,2007-01-24,,229,189,"Providing for consideration of H. Res. 78, amending the rules of the House of Representatives to permit Delegates and the Resident Commissioner to the Congress to cast votes in the Committee of the Whole House on the State of the Union.",,,Internal Organization,,Miscellaneous Policy,6.491889367250391,-0.2824646982385258,0.066,0.146,0.715,-0.637,1.0,1.0,-0.556383,Passed
2016-10-19 13:03:23,RH1100052,110,House,52,2007-01-24,,228,188,"Providing for consideration of H. Res. 78, amending the rules of the House of Representatives to permit Delegates and the Resident Commissioner to the Congress to cast votes in the Committee of the Whole House on the State of the Union.",,,Internal Organization,,Miscellaneous Policy,159.80102621580522,-9.39106670402734,0.065,0.996,0.746,-0.027,0.995,0.998,-5.308445,Passed
2016-10-19 13:03:23,RH1100053,110,House,53,2007-01-24,,223,189,A resolution raising a question of the privileges of the House,,,Internal Organization,,Miscellaneous Policy,-196.90812534500546,5.771243760350163,0.03,-0.136,0.749,0.022,0.995,0.998,-2.747292,Passed
2016-10-19 13:03:23,RH1100054,110,House,54,2007-01-24,,185,226,ADJOURN,,,Internal Organization,,Miscellaneous Policy,9.206138024300115,-0.7059866955309072,0.063,-0.126,-0.347,0.218,0.989,0.995,-13.155515,Failed
2016-10-19 13:03:23,RH1100055,110,House,55,2007-01-24,,224,186,Amending the Rules of the House of Representatives to permit Delegates and the Resident Commissioner to the Congress to cast votes in the Committee of the Whole House on the state of the Union.,,,Internal Organization,,Miscellaneous Policy,-240.9868022691433,6.666630463536013,0.028,-0.081,0.75,0.018,0.995,0.998,-2.736841,Passed
