date_generated,id,congress,chamber,rollnumber,date,keyvote,question,description,yea,nay,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood,geo_mean_probability
2017-02-02 23:33:55,RH0690001,69,House,1,1925-12-07,,,ELEC. SPEAKER,400,13,Election of the Speaker of the House,,Internal Organization,,Miscellaneous Policy,0.376,0.895,0.256,1.919,0.077,0.971,-29.091,0.932
2017-02-02 23:33:55,RH0690002,69,House,2,1925-12-07,,,HOUSE RULES,217,199,,,Internal Organization,,Miscellaneous Policy,0.18,0.156,-0.322,0.358,0.949,0.976,-47.717,0.891
2017-02-02 23:33:55,RH0690003,69,House,3,1925-12-07,,,HOUSE RULES,212,201,,,Internal Organization,,Miscellaneous Policy,0.116,0.002,-0.707,1.265,0.95,0.976,-29.969,0.93
2017-02-02 23:33:55,RH0690004,69,House,4,1925-12-18,,,INCOME TAXES,148,268,Tax rates,,Budget General Interest,,Government Management,0.176,0.984,0.143,-0.284,0.626,0.867,-135.053,0.722
2017-02-02 23:33:55,RH0690005,69,House,5,1925-12-18,,,REDUCE & EQUALIZE TAXES,392,27,Tax rates,,Budget General Interest,,Government Management,0.579,0.769,0.1,0.971,0.115,0.945,-65.729,0.854
2017-02-02 23:33:55,RH0690006,69,House,6,1926-01-04,,,TREAS. & POST OFFICE APPS.,154,227,,,Budget Special Interest,,Government Management,-0.125,-0.166,0.216,-0.276,0.817,0.926,-75.72,0.819
2017-02-02 23:33:55,RH0690007,69,House,7,1926-01-15,,,SETTLE DEBTS WITH ITALY,270,145,,,Foreign Policy Budget,,Foreign and Defense Policy,-0.02,0.431,-0.158,0.867,0.812,0.935,-84.783,0.814
2017-02-02 23:33:55,RH0690008,69,House,8,1926-01-16,,,SETTLE DEBTS WITH BELGIUM,316,26,,,Foreign Policy Budget,,Foreign and Defense Policy,0.058,0.987,-0.015,0.919,0.0,0.926,-58.572,0.841
2017-02-02 23:33:55,RH0690009,69,House,9,1926-01-16,,,SETTLE DEBTS WITH RUMANIA,285,39,,,Foreign Policy Budget,,Foreign and Defense Policy,0.104,0.94,-0.049,0.834,0.026,0.885,-74.807,0.792
2017-02-02 23:33:55,RH0690010,69,House,10,1926-01-16,,,SETTLE DEBTS WITH CZECHOSLOVAKIA,291,35,,,Foreign Policy Budget,,Foreign and Defense Policy,0.169,0.966,-0.039,0.926,0.147,0.91,-68.077,0.81
2017-02-02 23:33:55,RH0690011,69,House,11,1926-01-18,,,EXPENSES OF U.S. REPS. TO ARMS REDUCTION TALKS,362,1,,,Foreign Policy Budget,,Foreign and Defense Policy,0.0,0.0,0.0,0.0,,,0.0,
2017-02-02 23:33:55,RH0690012,69,House,12,1926-01-26,,,CREATE DIV. OF COOP. MARKETING IN DEPT. OF AGRI.,362,4,Agriculture,,Government Organization,,Agriculture,0.0,0.0,0.0,0.0,,,0.0,
2017-02-02 23:33:55,RH0690013,69,House,13,1926-02-02,,,"$200,000 FOR PUBLIC. ABT. CATTLE & HORSE DISEASES",197,156,Agriculture,,Budget Special Interest,,Agriculture,0.536,0.839,0.145,-0.347,0.574,0.812,-141.566,0.668
2017-02-02 23:33:55,RH0690014,69,House,14,1926-02-04,,,CONSOL. NATL. BANKING ASSNS.,95,295,Banking and Finance,,Budget General Interest,,Government Management,0.184,0.837,0.062,-0.498,0.298,0.83,-133.253,0.709
2017-02-02 23:33:55,RH0690015,69,House,15,1926-02-04,,,CONSOL. NATL. BANKING ASSNS.,297,94,Banking and Finance,,Budget General Interest,,Government Management,0.147,0.781,-0.063,0.564,0.258,0.823,-127.528,0.72
2017-02-02 23:33:55,RH0690016,69,House,16,1926-02-06,,,"$374,000 OMAHA INDIANS",214,141,,,Indian Affairs,Budget Special Interest,Government Management,0.227,-0.071,0.196,-0.313,0.688,0.876,-95.844,0.763
2017-02-02 23:33:55,RH0690017,69,House,17,1926-02-09,,,EST. ARTIFICIAL BATHING BEACHES D.C.,146,221,Parks and Conservation,,D. C.,Budget Special Interest,Government Management,-0.132,0.144,0.204,-0.703,0.786,0.915,-72.14,0.821
2017-02-02 23:33:55,RH0690018,69,House,18,1926-02-15,,,ERECT CERT. PUB. BLDGS,278,127,Public Works,,Budget Special Interest,,Government Management,-0.311,0.212,-0.109,0.476,0.425,0.819,-153.902,0.683
2017-02-02 23:33:55,RH0690019,69,House,19,1926-02-16,,,PARTICIPATE IN 150TH ANNIV. U.S. IN PHILA.,254,105,,,Budget Special Interest,,Government Management,-0.59,-0.14,-0.355,1.424,0.577,0.876,-83.139,0.792
2017-02-02 23:33:55,RH0690020,69,House,20,1926-02-17,,,PARTICIPATE IN 150TH ANNIV. U.S. IN PHILA.,157,212,,,Budget Special Interest,,Government Management,-0.449,-0.352,0.192,-0.749,0.705,0.874,-107.169,0.746
2017-02-02 23:33:55,RH0690021,69,House,21,1926-02-17,,,PARTICIPATE IN 150TH ANNIV. U.S. IN PHILA.,239,134,,,Budget Special Interest,,Government Management,-0.098,0.343,-0.11,0.54,0.617,0.862,-119.336,0.724
2017-02-02 23:33:55,RH0690022,69,House,22,1926-02-23,,,REDUCE & EQUALIZE TAXES,357,30,Tax rates,,Budget General Interest,,Government Management,0.635,0.57,0.152,1.048,0.172,0.938,-66.086,0.842
2017-02-02 23:33:55,RH0690023,69,House,23,1926-03-01,,,PROMPT HANDLING DISPUTES CARRIERS/EMPLOYEES INTERS,397,13,Union Regulation/Davis-Bacon/Situs Picketing,,Regulation Special Interest,,Social Welfare,0.904,-0.369,0.267,0.244,0.077,0.971,-47.029,0.891
2017-02-02 23:33:55,RH0690024,69,House,24,1926-03-09,,,EST. BOARD OF PUB. WELFARE D.C.,144,185,,,D. C.,Government Organization,Government Management,-0.005,-0.091,0.178,-0.058,0.79,0.909,-87.348,0.766
